ID zcmb vpec
ZTF18adazeua 0.091524 0
ZTF18adazgdh 0.077847 0
ZTF18adbadqp 0.080833 0
ZTF18adbckox 0.049475 -237.34
ZTF18adbhrjs 0.080717 0
ZTF18adbntwo 0.047211 -316.71
ZTF18adbyxua 0.108290 0
ZTF18adcakbo 0.103289 0
ZTF18aaajrso 0.085817 0
ZTF18aaasvcd 0.009727 -273.48
ZTF18aabvpeg 0.037784 -157.11
ZTF18aagrcfl 0.048269 -221.96
ZTF18aagrcir 0.077458 0
ZTF18aaitbcm 0.105532 0
ZTF18aaitowa 0.115968 0
ZTF18aajtlbf 0.027657 102.20
ZTF18aapictz 0.085082 0
ZTF18abbodly 0.015633 -73.04
ZTF18abomklq 0.036360 0.58
ZTF18abtmxnw 0.058493 0
ZTF18abtzzka 0.031284 -100.66
ZTF18abvtcyi 0.065797 0
ZTF18acclmqm 0.042025 -602.09
ZTF18acdqmxr 0.071763 0
ZTF18acmznfc 0.084595 0
ZTF18acvvtis 0.038801 -225.57
ZTF18aczddnw 0.021056 -198.49
